l_code,l_name,year,day,rm
433,倶知安,1994,514,7
433,倶知安,1995,508,8
435,紋別,1976,510,6
435,紋別,1977,512,6
435,紋別,1978,508,6
435,紋別,1979,521,6
435,紋別,1980,520,6
435,紋別,1981,511,6
435,紋別,1982,512,6
435,紋別,1983,501,6
435,紋別,1984,525,6
435,紋別,1985,510,6
435,紋別,1986,506,7
435,紋別,1987,506,7
435,紋別,1988,511,7
435,紋別,1989,515,7
435,紋別,1990,506,7
435,紋別,1991,507,7
435,紋別,1992,511,7
435,紋別,1993,517,7
435,紋別,1994,511,7
435,紋別,1995,507,7
440,広尾,1976,508,6
440,広尾,1977,511,6
440,広尾,1978,510,6
440,広尾,1979,521,6
440,広尾,1980,517,6
440,広尾,1981,507,6
440,広尾,1982,509,6
440,広尾,1983,501,6
440,広尾,1984,528,6
440,広尾,1985,510,6
440,広尾,1986,509,7
440,広尾,1987,505,7
440,広尾,1988,507,7
440,広尾,1989,507,7
440,広尾,1990,503,7
440,広尾,1991,504,7
440,広尾,1992,510,7
440,広尾,1993,513,7
440,広尾,1994,508,7
440,広尾,1995,505,7
520,新庄,1976,425,8
520,新庄,1977,426,8
520,新庄,1978,428,8
520,新庄,1979,422,8
520,新庄,1980,429,8
520,新庄,1981,427,8
520,新庄,1982,423,8
520,新庄,1983,418,8
520,新庄,1984,506,8
520,新庄,1985,425,8
520,新庄,1986,426,9
520,新庄,1987,421,9
520,新庄,1988,426,9
520,新庄,1989,414,9
520,新庄,1990,413,9
520,新庄,1991,417,9
520,新庄,1992,419,9
520,新庄,1993,421,9
520,新庄,1994,420,9
520,新庄,1995,420,9
575,青森,1976,425,8
575,青森,1977,502,8
575,青森,1978,501,8
575,青森,1979,430,8
575,青森,1980,504,8
575,青森,1981,427,8
575,青森,1982,427,8
575,青森,1983,421,8
575,青森,1984,511,8
575,青森,1985,429,8
575,青森,1986,501,9
575,青森,1987,425,9
575,青森,1988,428,9
575,青森,1989,415,9
575,青森,1990,415,9
575,青森,1991,424,9
575,青森,1992,422,9
575,青森,1993,423,9
575,青森,1994,422,9
575,青森,1995,424,9
581,八戸,1976,425,8
581,八戸,1977,428,8
581,八戸,1978,428,8
581,八戸,1979,501,8
581,八戸,1980,429,8
581,八戸,1981,425,8
581,八戸,1982,426,8
581,八戸,1983,420,8
581,八戸,1984,518,8
581,八戸,1985,427,8
581,八戸,1986,429,8
581,八戸,1987,423,8
581,八戸,1988,427,8
581,八戸,1989,415,8
581,八戸,1990,412,8
581,八戸,1991,419,8
581,八戸,1992,421,8
581,八戸,1993,421,8
581,八戸,1994,423,9
581,八戸,1995,423,9
582,秋田,1976,423,8
582,秋田,1977,422,8
582,秋田,1978,426,8
582,秋田,1979,418,8
582,秋田,1980,423,8
582,秋田,1981,422,8
582,秋田,1982,420,8
582,秋田,1983,415,8
582,秋田,1984,430,8
582,秋田,1985,419,8
582,秋田,1986,420,8
582,秋田,1987,417,8
582,秋田,1988,423,8
582,秋田,1989,410,8
582,秋田,1990,410,9
582,秋田,1991,416,9
582,秋田,1992,417,9
582,秋田,1993,419,9
582,秋田,1994,419,9
582,秋田,1995,418,9
584,盛岡,1976,426,8
584,盛岡,1977,426,8
584,盛岡,1978,429,8
584,盛岡,1979,424,8
584,盛岡,1980,428,8
584,盛岡,1981,424,8
584,盛岡,1982,423,8
584,盛岡,1983,418,8
584,盛岡,1984,506,8
584,盛岡,1985,425,8
584,盛岡,1986,429,8
584,盛岡,1987,423,8
584,盛岡,1988,427,8
584,盛岡,1989,414,8
584,盛岡,1990,413,8
584,盛岡,1991,417,8
584,盛岡,1992,421,8
584,盛岡,1993,423,8
584,盛岡,1994,421,8
584,盛岡,1995,424,8
585,宮古,1976,421,8
585,宮古,1977,423,8
585,宮古,1978,426,8
585,宮古,1979,419,8
585,宮古,1980,422,8
585,宮古,1981,423,8
585,宮古,1982,417,8
585,宮古,1983,416,8
585,宮古,1984,507,8
585,宮古,1985,421,8
585,宮古,1986,422,8
585,宮古,1987,418,8
585,宮古,1988,420,8
585,宮古,1989,413,8
585,宮古,1990,411,8
585,宮古,1991,417,8
585,宮古,1992,421,8
585,宮古,1993,420,8
585,宮古,1994,417,8
585,宮古,1995,422,8
587,酒田,1976,419,8
587,酒田,1977,416,8
587,酒田,1978,421,8
587,酒田,1979,411,8
587,酒田,1980,419,8
587,酒田,1981,417,8
587,酒田,1982,414,8
587,酒田,1983,414,8
587,酒田,1984,427,8
587,酒田,1985,415,8
587,酒田,1986,420,9
587,酒田,1987,415,9
587,酒田,1988,420,9
587,酒田,1989,406,9
587,酒田,1990,407,9
587,酒田,1991,413,9
587,酒田,1992,410,9
587,酒田,1993,416,9
587,酒田,1994,415,9
587,酒田,1995,415,9
588,山形,1976,418,8
588,山形,1977,415,8
588,山形,1978,423,8
588,山形,1979,412,8
588,山形,1980,421,8
588,山形,1981,421,8
588,山形,1982,416,8
588,山形,1983,414,8
588,山形,1984,429,8
588,山形,1985,419,8
588,山形,1986,420,8
588,山形,1987,415,8
588,山形,1988,420,8
588,山形,1989,407,8
588,山形,1990,409,8
588,山形,1991,412,8
588,山形,1992,412,8
588,山形,1993,416,8
588,山形,1994,415,8
588,山形,1995,417,8
590,仙台,1976,414,8
590,仙台,1977,414,8
590,仙台,1978,421,8
590,仙台,1979,409,8
590,仙台,1980,414,8
590,仙台,1981,413,8
590,仙台,1982,411,8
590,仙台,1983,413,8
590,仙台,1984,428,8
590,仙台,1985,417,8
590,仙台,1986,419,8
590,仙台,1987,410,8
590,仙台,1988,417,8
590,仙台,1989,403,8
590,仙台,1990,403,8
590,仙台,1991,411,8
590,仙台,1992,406,8
590,仙台,1993,409,8
590,仙台,1994,411,8
590,仙台,1995,411,8
595,福島,1976,413,8
595,福島,1977,412,8
595,福島,1978,417,8
595,福島,1979,408,8
595,福島,1980,413,8
595,福島,1981,412,8
595,福島,1982,408,8
595,福島,1983,410,8
595,福島,1984,425,8
595,福島,1985,414,8
595,福島,1986,417,9
595,福島,1987,406,9
595,福島,1988,416,9
595,福島,1989,401,9
595,福島,1990,403,9
595,福島,1991,409,9
595,福島,1992,405,9
595,福島,1993,412,9
595,福島,1994,408,9
595,福島,1995,409,9
597,白河,1976,415,8
597,白河,1977,414,8
597,白河,1978,422,8
597,白河,1979,408,8
597,白河,1980,420,8
597,白河,1981,416,8
597,白河,1982,414,8
597,白河,1983,414,8
597,白河,1984,428,8
597,白河,1985,417,8
597,白河,1986,422,9
597,白河,1987,410,9
597,白河,1988,420,9
597,白河,1989,409,9
597,白河,1990,408,9
597,白河,1991,412,9
597,白河,1992,410,9
597,白河,1993,416,9
597,白河,1994,414,9
597,白河,1995,418,9
598,小名浜,1976,405,8
598,小名浜,1977,410,8
598,小名浜,1978,416,8
598,小名浜,1979,331,8
598,小名浜,1980,414,8
598,小名浜,1981,411,8
598,小名浜,1982,406,8
598,小名浜,1983,411,8
598,小名浜,1984,425,8
598,小名浜,1985,411,8
598,小名浜,1986,417,9
598,小名浜,1987,405,9
598,小名浜,1988,413,9
598,小名浜,1989,330,9
598,小名浜,1990,330,9
598,小名浜,1991,409,9
598,小名浜,1992,402,9
598,小名浜,1993,408,9
598,小名浜,1994,407,9
598,小名浜,1995,406,8
600,輪島,1976,414,8
600,輪島,1977,410,8
600,輪島,1978,416,8
600,輪島,1979,407,8
600,輪島,1980,412,8
600,輪島,1981,410,8
600,輪島,1982,407,8
600,輪島,1983,411,8
600,輪島,1984,424,8
600,輪島,1985,413,8
600,輪島,1986,414,9
600,輪島,1987,407,9
600,輪島,1988,415,9
600,輪島,1989,401,9
600,輪島,1990,402,9
600,輪島,1991,411,9
600,輪島,1992,405,9
600,輪島,1993,408,9
600,輪島,1994,412,9
600,輪島,1995,410,9
602,相川,1976,414,8
602,相川,1977,413,8
602,相川,1978,417,8
602,相川,1979,407,8
602,相川,1980,414,8
602,相川,1981,412,8
602,相川,1982,412,8
602,相川,1983,412,8
602,相川,1984,427,8
602,相川,1985,413,8
602,相川,1986,419,8
602,相川,1987,410,8
602,相川,1988,420,8
602,相川,1989,407,8
602,相川,1990,404,8
602,相川,1991,413,8
602,相川,1992,408,8
602,相川,1993,414,8
602,相川,1994,413,8
602,相川,1995,414,8
604,新潟,1976,414,8
604,新潟,1977,414,8
604,新潟,1978,417,8
604,新潟,1979,408,8
604,新潟,1980,416,8
604,新潟,1981,413,8
604,新潟,1982,409,8
604,新潟,1983,412,8
604,新潟,1984,426,8
604,新潟,1985,410,8
604,新潟,1986,417,8
604,新潟,1987,408,8
604,新潟,1988,416,8
604,新潟,1989,401,8
604,新潟,1990,401,8
604,新潟,1991,411,8
604,新潟,1992,405,8
604,新潟,1993,409,8
604,新潟,1994,411,8
604,新潟,1995,409,8
605,金沢,1976,404,8
605,金沢,1977,406,8
605,金沢,1978,411,8
605,金沢,1979,330,8
605,金沢,1980,406,8
605,金沢,1981,408,8
605,金沢,1982,402,8
605,金沢,1983,408,8
605,金沢,1984,417,8
605,金沢,1985,407,8
605,金沢,1986,410,8
605,金沢,1987,330,8
605,金沢,1988,412,8
605,金沢,1989,326,8
605,金沢,1990,328,8
605,金沢,1991,407,8
605,金沢,1992,402,9
605,金沢,1993,402,9
605,金沢,1994,411,9
605,金沢,1995,408,9
607,富山,1976,408,8
607,富山,1977,411,8
607,富山,1978,415,8
607,富山,1979,403,8
607,富山,1980,409,8
607,富山,1981,410,8
607,富山,1982,402,8
607,富山,1983,409,8
607,富山,1984,420,8
607,富山,1985,410,8
607,富山,1986,411,8
607,富山,1987,405,8
607,富山,1988,414,8
607,富山,1989,329,8
607,富山,1990,401,8
607,富山,1991,410,8
607,富山,1992,404,8
607,富山,1993,411,8
607,富山,1994,411,8
607,富山,1995,407,8
610,長野,1976,415,8
610,長野,1977,415,8
610,長野,1978,420,8
610,長野,1979,408,8
610,長野,1980,418,8
610,長野,1981,417,8
610,長野,1982,413,8
610,長野,1983,413,8
610,長野,1984,426,8
610,長野,1985,413,8
610,長野,1986,420,8
610,長野,1987,409,8
610,長野,1988,420,8
610,長野,1989,406,8
610,長野,1990,407,8
610,長野,1991,412,8
610,長野,1992,409,8
610,長野,1993,418,8
610,長野,1994,415,8
610,長野,1995,417,8
612,高田,1976,413,8
612,高田,1977,412,8
612,高田,1978,415,8
612,高田,1979,331,8
612,高田,1980,413,8
612,高田,1981,414,8
612,高田,1982,406,8
612,高田,1983,410,8
612,高田,1984,425,8
612,高田,1985,412,8
612,高田,1986,416,8
612,高田,1987,406,8
612,高田,1988,414,8
612,高田,1989,331,8
612,高田,1990,401,8
612,高田,1991,410,8
612,高田,1992,405,8
612,高田,1993,411,8
612,高田,1994,410,8
612,高田,1995,408,8
615,宇都宮,1976,401,8
615,宇都宮,1977,401,8
615,宇都宮,1978,410,8
615,宇都宮,1979,329,8
615,宇都宮,1980,407,8
615,宇都宮,1981,406,8
615,宇都宮,1982,401,8
615,宇都宮,1983,407,8
615,宇都宮,1984,418,8
615,宇都宮,1985,406,8
615,宇都宮,1986,411,8
615,宇都宮,1987,331,8
615,宇都宮,1988,407,8
615,宇都宮,1989,327,8
615,宇都宮,1990,325,8
615,宇都宮,1991,404,8
615,宇都宮,1992,330,8
615,宇都宮,1993,402,8
615,宇都宮,1994,404,8
615,宇都宮,1995,404,8
616,福井,1976,402,8
616,福井,1977,410,8
616,福井,1978,412,8
616,福井,1979,331,8
616,福井,1980,408,8
616,福井,1981,409,8
616,福井,1982,401,8
616,福井,1983,407,8
616,福井,1984,417,8
616,福井,1985,408,8
616,福井,1986,410,9
616,福井,1987,404,9
616,福井,1988,412,9
616,福井,1989,328,9
616,福井,1990,327,9
616,福井,1991,406,9
616,福井,1992,401,9
616,福井,1993,404,9
616,福井,1994,407,9
616,福井,1995,405,9
617,高山,1976,415,8
617,高山,1977,415,8
617,高山,1978,424,8
617,高山,1979,409,8
617,高山,1980,419,8
617,高山,1981,423,8
617,高山,1982,417,8
617,高山,1983,414,8
617,高山,1984,428,8
617,高山,1985,415,8
617,高山,1986,421,8
617,高山,1987,415,8
617,高山,1988,422,8
617,高山,1989,409,8
617,高山,1990,409,8
617,高山,1991,415,8
617,高山,1992,410,8
617,高山,1993,421,8
617,高山,1994,418,8
617,高山,1995,418,8
618,松本,1976,414,8
618,松本,1977,413,8
618,松本,1978,418,8
618,松本,1979,406,8
618,松本,1980,414,8
618,松本,1981,414,8
618,松本,1982,410,8
618,松本,1983,412,8
618,松本,1984,424,8
618,松本,1985,414,8
618,松本,1986,418,8
618,松本,1987,408,8
618,松本,1988,419,8
618,松本,1989,404,8
618,松本,1990,404,8
618,松本,1991,410,8
618,松本,1992,406,8
618,松本,1993,414,8
618,松本,1994,414,8
618,松本,1995,414,8
624,前橋,1976,329,8
624,前橋,1977,328,8
624,前橋,1978,410,8
624,前橋,1979,328,8
624,前橋,1980,405,8
624,前橋,1981,330,8
624,前橋,1982,327,8
624,前橋,1983,405,8
624,前橋,1984,415,8
624,前橋,1985,405,8
624,前橋,1986,408,8
624,前橋,1987,326,8
624,前橋,1988,405,8
624,前橋,1989,326,8
624,前橋,1990,324,8
624,前橋,1991,331,8
624,前橋,1992,326,8
624,前橋,1993,327,8
624,前橋,1994,402,8
624,前橋,1995,405,8
626,熊谷,1976,330,8
626,熊谷,1977,328,8
626,熊谷,1978,408,8
626,熊谷,1979,327,8
626,熊谷,1980,405,8
626,熊谷,1981,330,8
626,熊谷,1982,328,8
626,熊谷,1983,404,8
626,熊谷,1984,414,8
626,熊谷,1985,404,8
626,熊谷,1986,406,9
626,熊谷,1987,325,9
626,熊谷,1988,404,8
626,熊谷,1989,326,8
626,熊谷,1990,322,8
626,熊谷,1991,329,8
626,熊谷,1992,322,8
626,熊谷,1993,325,8
626,熊谷,1994,401,9
626,熊谷,1995,402,9
629,水戸,1976,405,8
629,水戸,1977,405,8
629,水戸,1978,411,8
629,水戸,1979,329,8
629,水戸,1980,409,8
629,水戸,1981,408,8
629,水戸,1982,401,8
629,水戸,1983,407,8
629,水戸,1984,420,8
629,水戸,1985,407,8
629,水戸,1986,410,9
629,水戸,1987,328,9
629,水戸,1988,406,9
629,水戸,1989,327,9
629,水戸,1990,325,9
629,水戸,1991,405,9
629,水戸,1992,331,9
629,水戸,1993,402,9
629,水戸,1994,405,9
629,水戸,1995,405,9
631,敦賀,1976,330,8
631,敦賀,1977,406,8
631,敦賀,1978,410,8
631,敦賀,1979,330,8
631,敦賀,1980,406,8
631,敦賀,1981,408,8
631,敦賀,1982,330,8
631,敦賀,1983,407,8
631,敦賀,1984,417,8
631,敦賀,1985,407,8
631,敦賀,1986,409,9
631,敦賀,1987,402,9
631,敦賀,1988,412,9
631,敦賀,1989,324,9
631,敦賀,1990,325,9
631,敦賀,1991,404,9
631,敦賀,1992,329,9
631,敦賀,1993,402,9
631,敦賀,1994,405,9
631,敦賀,1995,404,9
632,岐阜,1976,326,8
632,岐阜,1977,328,8
632,岐阜,1978,406,8
632,岐阜,1979,329,8
632,岐阜,1980,401,8
632,岐阜,1981,330,8
632,岐阜,1982,323,8
632,岐阜,1983,402,8
632,岐阜,1984,412,8
632,岐阜,1985,329,8
632,岐阜,1986,401,9
632,岐阜,1987,326,9
632,岐阜,1988,403,9
632,岐阜,1989,316,9
632,岐阜,1990,317,9
632,岐阜,1991,328,9
632,岐阜,1992,324,9
632,岐阜,1993,327,9
632,岐阜,1994,331,9
632,岐阜,1995,327,9
636,名古屋,1976,325,8
636,名古屋,1977,326,8
636,名古屋,1978,405,8
636,名古屋,1979,327,8
636,名古屋,1980,330,8
636,名古屋,1981,328,8
636,名古屋,1982,323,8
636,名古屋,1983,331,8
636,名古屋,1984,411,8
636,名古屋,1985,328,8
636,名古屋,1986,401,8
636,名古屋,1987,325,8
636,名古屋,1988,403,8
636,名古屋,1989,317,8
636,名古屋,1990,317,8
636,名古屋,1991,328,8
636,名古屋,1992,321,8
636,名古屋,1993,326,8
636,名古屋,1994,331,8
636,名古屋,1995,327,8
637,飯田,1976,401,8
637,飯田,1977,405,8
637,飯田,1978,414,8
637,飯田,1979,401,8
637,飯田,1980,408,8
637,飯田,1981,408,8
637,飯田,1982,401,8
637,飯田,1983,409,8
637,飯田,1984,419,8
637,飯田,1985,406,8
637,飯田,1986,412,8
637,飯田,1987,405,8
637,飯田,1988,414,8
637,飯田,1989,329,8
637,飯田,1990,328,8
637,飯田,1991,405,8
637,飯田,1992,330,8
637,飯田,1993,403,8
637,飯田,1994,406,8
637,飯田,1995,406,8
638,甲府,1976,326,8
638,甲府,1977,325,8
638,甲府,1978,407,8
638,甲府,1979,327,8
638,甲府,1980,401,8
638,甲府,1981,329,8
638,甲府,1982,327,8
638,甲府,1983,404,8
638,甲府,1984,412,8
638,甲府,1985,330,8
638,甲府,1986,404,8
638,甲府,1987,326,8
638,甲府,1988,404,8
638,甲府,1989,325,8
638,甲府,1990,320,8
638,甲府,1991,329,8
638,甲府,1992,324,8
638,甲府,1993,326,8
638,甲府,1994,401,8
638,甲府,1995,331,8
648,銚子,1976,326,8
648,銚子,1977,326,8
648,銚子,1978,408,8
648,銚子,1979,326,8
648,銚子,1980,405,8
648,銚子,1981,402,8
648,銚子,1982,326,8
648,銚子,1983,405,8
648,銚子,1984,416,8
648,銚子,1985,403,8
648,銚子,1986,408,9
648,銚子,1987,325,9
648,銚子,1988,403,9
648,銚子,1989,320,9
648,銚子,1990,321,9
648,銚子,1991,401,9
648,銚子,1992,328,9
648,銚子,1993,404,9
648,銚子,1994,404,9
648,銚子,1995,402,9
651,津,1976,331,8
651,津,1977,331,8
651,津,1978,409,8
651,津,1979,330,8
651,津,1980,403,8
651,津,1981,328,8
651,津,1982,324,8
651,津,1983,403,8
651,津,1984,412,8
651,津,1985,330,8
651,津,1986,403,9
651,津,1987,325,9
651,津,1988,405,9
651,津,1989,325,9
651,津,1990,322,9
651,津,1991,401,9
651,津,1992,328,9
651,津,1993,402,9
651,津,1994,403,9
651,津,1995,403,9
654,浜松,1976,320,8
654,浜松,1977,322,8
654,浜松,1978,403,8
654,浜松,1979,325,8
654,浜松,1980,331,8
654,浜松,1981,326,8
654,浜松,1982,323,8
654,浜松,1983,401,8
654,浜松,1984,406,8
654,浜松,1985,327,8
654,浜松,1986,330,8
654,浜松,1987,325,8
654,浜松,1988,403,8
654,浜松,1989,321,8
654,浜松,1990,317,8
654,浜松,1991,330,8
654,浜松,1992,326,8
654,浜松,1993,331,8
654,浜松,1994,403,8
654,浜松,1995,331,8
656,静岡,1976,323,8
656,静岡,1977,322,8
656,静岡,1978,406,8
656,静岡,1979,329,8
656,静岡,1980,331,8
656,静岡,1981,326,8
656,静岡,1982,323,8
656,静岡,1983,403,8
656,静岡,1984,406,8
656,静岡,1985,328,8
656,静岡,1986,330,8
656,静岡,1987,326,8
656,静岡,1988,403,8
656,静岡,1989,321,8
656,静岡,1990,320,8
656,静岡,1991,331,8
656,静岡,1992,324,8
656,静岡,1993,330,8
656,静岡,1994,402,8
656,静岡,1995,401,8
662,東京,1976,322,8
662,東京,1977,322,8
662,東京,1978,331,8
662,東京,1979,323,8
662,東京,1980,331,8
662,東京,1981,326,8
662,東京,1982,323,8
662,東京,1983,331,8
662,東京,1984,411,8
662,東京,1985,403,8
662,東京,1986,403,9
662,東京,1987,323,9
662,東京,1988,402,9
662,東京,1989,320,9
662,東京,1990,320,9
662,東京,1991,330,9
662,東京,1992,324,9
662,東京,1993,324,9
662,東京,1994,331,9
662,東京,1995,331,9
663,尾鷲,1976,326,8
663,尾鷲,1977,324,8
663,尾鷲,1978,405,8
663,尾鷲,1979,331,8
663,尾鷲,1980,330,8
663,尾鷲,1981,326,8
663,尾鷲,1982,323,8
663,尾鷲,1983,403,8
663,尾鷲,1984,405,8
663,尾鷲,1985,329,8
663,尾鷲,1986,330,9
663,尾鷲,1987,328,9
663,尾鷲,1988,330,9
663,尾鷲,1989,317,9
663,尾鷲,1990,320,9
663,尾鷲,1991,329,9
663,尾鷲,1992,325,9
663,尾鷲,1993,327,9
663,尾鷲,1994,402,9
663,尾鷲,1995,331,9
670,横浜,1976,325,8
670,横浜,1977,325,8
670,横浜,1978,405,8
670,横浜,1979,324,8
670,横浜,1980,401,8
670,横浜,1981,327,8
670,横浜,1982,323,8
670,横浜,1983,402,8
670,横浜,1984,410,8
670,横浜,1985,401,8
670,横浜,1986,402,9
670,横浜,1987,321,9
670,横浜,1988,402,9
670,横浜,1989,321,9
670,横浜,1990,318,9
670,横浜,1991,329,9
670,横浜,1992,323,9
670,横浜,1993,324,9
670,横浜,1994,401,9
670,横浜,1995,331,9
672,館山,1976,323,8
672,館山,1977,323,8
672,館山,1978,407,8
672,館山,1979,331,8
672,館山,1980,406,8
672,館山,1981,401,8
672,館山,1982,325,8
672,館山,1983,406,8
672,館山,1984,409,8
672,館山,1985,403,8
672,館山,1986,331,8
672,館山,1987,325,8
672,館山,1988,405,8
672,館山,1989,325,8
672,館山,1990,320,8
672,館山,1991,403,8
672,館山,1992,327,8
672,館山,1993,402,8
672,館山,1994,403,8
672,館山,1995,405,8
675,大島,1976,329,8
675,大島,1977,326,8
675,大島,1978,404,8
675,大島,1979,330,8
675,大島,1980,403,8
675,大島,1981,329,8
675,大島,1982,324,8
675,大島,1983,403,8
675,大島,1984,407,8
675,大島,1985,403,8
675,大島,1986,401,9
675,大島,1987,329,9
675,大島,1988,405,9
675,大島,1989,322,9
675,大島,1990,320,9
675,大島,1991,327,9
675,大島,1992,326,9
675,大島,1993,401,9
675,大島,1994,403,9
675,大島,1995,401,9
677,三宅島,1976,325,8
677,三宅島,1977,320,8
677,三宅島,1978,404,8
677,三宅島,1979,331,8
677,三宅島,1980,331,8
677,三宅島,1981,326,8
677,三宅島,1982,326,8
677,三宅島,1983,402,8
677,三宅島,1984,404,8
677,三宅島,1985,325,8
677,三宅島,1986,329,9
677,三宅島,1987,330,9
677,三宅島,1988,404,9
677,三宅島,1989,316,9
677,三宅島,1990,320,9
677,三宅島,1991,328,9
677,三宅島,1992,331,9
677,三宅島,1993,401,9
677,三宅島,1994,403,9
677,三宅島,1995,405,9
678,八丈島,1976,326,8
678,八丈島,1977,326,8
678,八丈島,1978,408,8
678,八丈島,1979,415,8
678,八丈島,1980,404,8
678,八丈島,1981,325,8
678,八丈島,1982,329,8
678,八丈島,1983,406,8
678,八丈島,1984,402,8
678,八丈島,1985,328,8
678,八丈島,1986,327,9
678,八丈島,1987,409,9
678,八丈島,1988,403,9
678,八丈島,1989,329,9
678,八丈島,1990,330,9
678,八丈島,1991,403,9
678,八丈島,1992,330,9
678,八丈島,1993,409,9
678,八丈島,1994,404,9
678,八丈島,1995,402,9
740,西郷,1976,403,8
740,西郷,1977,403,8
740,西郷,1978,408,8
740,西郷,1979,401,8
740,西郷,1980,408,8
740,西郷,1981,405,8
740,西郷,1982,401,8
740,西郷,1983,407,8
740,西郷,1984,417,8
740,西郷,1985,407,8
740,西郷,1986,409,8
740,西郷,1987,331,8
740,西郷,1988,411,9
740,西郷,1989,330,8
740,西郷,1990,327,8
740,西郷,1991,409,8
740,西郷,1992,331,8
740,西郷,1993,402,8
740,西郷,1994,407,8
740,西郷,1995,406,8
741,松江,1976,402,8
741,松江,1977,401,8
741,松江,1978,408,8
741,松江,1979,331,8
741,松江,1980,403,8
741,松江,1981,404,8
741,松江,1982,330,8
741,松江,1983,406,8
741,松江,1984,413,8
741,松江,1985,405,8
741,松江,1986,407,8
741,松江,1987,330,8
741,松江,1988,410,8
741,松江,1989,328,8
741,松江,1990,324,8
741,松江,1991,407,8
741,松江,1992,330,8
741,松江,1993,401,8
741,松江,1994,405,8
741,松江,1995,403,8
744,米子,1976,331,8
744,米子,1977,331,8
744,米子,1978,408,8
744,米子,1979,331,8
744,米子,1980,405,8
744,米子,1981,403,8
744,米子,1982,330,8
744,米子,1983,405,8
744,米子,1984,414,8
744,米子,1985,404,8
744,米子,1986,408,8
744,米子,1987,330,8
744,米子,1988,411,8
744,米子,1989,329,8
744,米子,1990,324,8
744,米子,1991,405,8
744,米子,1992,331,8
744,米子,1993,401,8
744,米子,1994,405,8
744,米子,1995,404,8
746,鳥取,1976,331,8
746,鳥取,1977,402,8
746,鳥取,1978,408,8
746,鳥取,1979,330,8
746,鳥取,1980,405,8
746,鳥取,1981,331,8
746,鳥取,1982,330,8
746,鳥取,1983,406,8
746,鳥取,1984,413,8
746,鳥取,1985,404,8
746,鳥取,1986,407,9
746,鳥取,1987,329,9
746,鳥取,1988,411,9
746,鳥取,1989,329,9
746,鳥取,1990,324,9
746,鳥取,1991,405,9
746,鳥取,1992,331,9
746,鳥取,1993,401,9
746,鳥取,1994,405,9
746,鳥取,1995,404,9
747,豊岡,1976,403,8
747,豊岡,1977,407,8
747,豊岡,1978,410,8
747,豊岡,1979,330,8
747,豊岡,1980,405,8
747,豊岡,1981,405,8
747,豊岡,1982,331,8
747,豊岡,1983,404,8
747,豊岡,1984,416,8
747,豊岡,1985,408,8
747,豊岡,1986,410,8
747,豊岡,1987,404,8
747,豊岡,1988,413,8
747,豊岡,1989,330,8
747,豊岡,1990,328,8
747,豊岡,1991,406,8
747,豊岡,1992,402,8
747,豊岡,1993,403,8
747,豊岡,1994,406,8
747,豊岡,1995,406,8
750,舞鶴,1976,404,8
750,舞鶴,1977,403,8
750,舞鶴,1978,410,8
750,舞鶴,1979,330,8
750,舞鶴,1980,406,8
750,舞鶴,1981,405,8
750,舞鶴,1982,330,8
750,舞鶴,1983,405,8
750,舞鶴,1984,416,8
750,舞鶴,1985,406,8
750,舞鶴,1986,409,9
750,舞鶴,1987,404,9
750,舞鶴,1988,412,9
750,舞鶴,1989,330,9
750,舞鶴,1990,326,9
750,舞鶴,1991,405,9
750,舞鶴,1992,331,9
750,舞鶴,1993,403,9
750,舞鶴,1994,406,9
750,舞鶴,1995,406,9
755,浜田,1976,324,8
755,浜田,1977,325,8
755,浜田,1978,404,8
755,浜田,1979,328,8
755,浜田,1980,401,8
755,浜田,1981,328,8
755,浜田,1982,323,8
755,浜田,1983,404,8
755,浜田,1984,409,8
755,浜田,1985,401,8
755,浜田,1986,403,9
755,浜田,1987,326,9
755,浜田,1988,406,9
755,浜田,1989,326,9
755,浜田,1990,320,9
755,浜田,1991,404,9
755,浜田,1992,326,9
755,浜田,1993,330,9
755,浜田,1994,402,9
755,浜田,1995,331,9
759,京都,1976,329,8
759,京都,1977,329,8
759,京都,1978,408,8
759,京都,1979,331,8
759,京都,1980,405,8
759,京都,1981,330,8
759,京都,1982,324,8
759,京都,1983,402,8
759,京都,1984,409,8
759,京都,1985,402,8
759,京都,1986,403,8
759,京都,1987,327,8
759,京都,1988,405,8
759,京都,1989,324,8
759,京都,1990,321,8
759,京都,1991,330,8
759,京都,1992,327,8
759,京都,1993,328,8
759,京都,1994,403,8
759,京都,1995,331,8
761,彦根,1976,402,8
761,彦根,1977,405,8
761,彦根,1978,409,8
761,彦根,1979,402,8
761,彦根,1980,406,8
761,彦根,1981,405,8
761,彦根,1982,330,8
761,彦根,1983,406,8
761,彦根,1984,415,8
761,彦根,1985,406,8
761,彦根,1986,409,8
761,彦根,1987,404,8
761,彦根,1988,407,8
761,彦根,1989,330,8
761,彦根,1990,323,8
761,彦根,1991,404,8
761,彦根,1992,331,8
761,彦根,1993,403,8
761,彦根,1994,405,8
761,彦根,1995,401,8
762,下関,1976,325,8
762,下関,1977,326,8
762,下関,1978,331,8
762,下関,1979,328,8
762,下関,1980,402,8
762,下関,1981,327,8
762,下関,1982,323,8
762,下関,1983,331,8
762,下関,1984,406,8
762,下関,1985,402,8
762,下関,1986,402,9
762,下関,1987,324,9
762,下関,1988,404,9
762,下関,1989,322,9
762,下関,1990,320,9
762,下関,1991,405,9
762,下関,1992,327,8
762,下関,1993,402,8
762,下関,1994,402,8
