Site Name,Currently Being Observed,Latitude,Longitude,Year,First Bloom Date
"Tsu, Japan",True,34.7341973,136.5153283,1986,4/3/1986
"Hamamatsu, Japan",False,34.7109786,137.7259431,1986,3/30/1986
"Shizuoka, Japan",True,34.979149,138.38299,1986,3/30/1986
"Tokyo, Japan",True,35.6828387,139.7594549,1986,4/3/1986
"Owase, Japan",False,34.0707815,136.1911394,1986,3/30/1986
"Yokohama, Japan",True,35.444991,139.636768,1986,4/2/1986
"Tateyama, Japan",False,34.9965304,139.8699838,1986,3/31/1986
"Oshima, Japan",False,34.737515,139.400251,1986,4/1/1986
"Miyakejima, Japan",False,34.085378000000006,139.52127731368265,1986,3/29/1986
"Hachijojima, Japan",False,33.1024935,139.8076939278656,1986,3/27/1986
"Saigo, Japan",False,32.8728923,130.2439633,1986,4/9/1986
"Matsue, Japan",True,35.468115,133.048768,1986,4/7/1986
"Yonago, Japan",False,35.4276408,133.331459,1986,4/8/1986
"Tottori, Japan",True,35.3555075,133.8678525,1986,4/7/1986
"Toyooka, Japan",False,35.5446737,134.8201126,1986,4/10/1986
"Maizuru, Japan",False,35.4704853,135.34844,1986,4/9/1986
"Hamada, Japan",False,34.8991982,132.0799984,1986,4/3/1986
"Kyoto, Japan",True,35.021041,135.7556075,1986,4/3/1986
"Hikone, Japan",True,35.254276,136.215376,1986,4/9/1986
"Hiroshima, Japan",True,34.3916058,132.4518156,1986,4/2/1986
"Okayama, Japan",True,34.6553944,133.9194595,1986,4/3/1986
"Kobe, Japan",True,34.6932379,135.1943764,1986,4/3/1986
"Osaka, Japan",True,34.6198813,135.490357,1986,4/2/1986
"Sumoto, Japan",False,34.3389909,134.859985,1986,4/5/1986
"Wakayama, Japan",True,34.234617,135.1782181,1986,4/2/1986
"Shionomisaki, Japan",False,33.4377085,135.7549926,1986,3/30/1986
"Nara, Japan",True,34.2963089,135.8816819,1986,4/4/1986
"Matsuyama, Japan",True,33.8395188,132.7653521,1986,3/31/1986
"Takamatsu, Japan",True,34.3425592,134.0465338,1986,4/3/1986
"Uwajima, Japan",False,33.2232315,132.5606514,1986,3/27/1986
"Kochi, Japan",True,33.5680384,133.5394221,1986,3/25/1986
"Tokushima, Japan",True,34.0698307,134.5550353,1986,4/1/1986
"Shimonoseki, Japan",True,33.9577116,130.9415455,1986,4/2/1986
"Izuhara, Japan",False,34.2022882,129.288952,1986,4/2/1986
"Fukuoka, Japan",True,33.6251241,130.6180016,1986,3/29/1986
"Saga, Japan",True,33.2185408,130.1296585,1986,3/26/1986
"Oita, Japan",True,33.1819875,131.4270217,1986,3/30/1986
"Fukue, Japan",False,34.0471135,130.9156608,1986,3/30/1986
"Nagasaki, Japan",True,33.1154683,129.7874339,1986,3/27/1986
"Kumamoto, Japan",True,32.6450475,130.6341345,1986,3/26/1986
"Nobeoka, Japan",False,32.5823063,131.6649034,1986,3/27/1986
"Kagoshima, Japan",True,31.5841689,130.543387,1986,3/22/1986
"Miyazaki, Japan",True,31.9076334,131.4204022,1986,3/24/1986
"Yakushima, Japan",False,30.347925,130.52448324447516,1986,
"Tanegashima, Japan",False,30.591848,130.99589484044418,1986,3/24/1986
"Naze, Japan",True,28.3934485,129.5337385,1986,1/19/1986
"Yonaguni Island, Japan",False,24.455595,122.98760597555837,1986,
"Ishigaki Island, Japan",True,24.3618503,124.1543424,1986,1/14/1986
"Miyakojima, Japan",True,24.813957,125.30557898287014,1986,1/23/1986
"Kumejima, Japan",False,26.341139,126.78905289115316,1986,1/15/1986
"Naha, Japan",True,26.2122345,127.6791452,1986,1/9/1986
"Nago, Japan",False,26.5914524,127.9773062,1986,12/26/1985
"Iriomote Island, Japan",False,24.3464015,123.83916364873272,1986,1/23/1986
"Minamidaitojima, Japan",True,25.8423115,131.24287129209847,1986,1/18/1986
"Wakkanai, Japan",True,45.4158108,141.6730309,1987,5/16/1987
"Rumoi, Japan",False,43.941029,141.6368171,1987,5/9/1987
"Asahikawa, Japan",True,43.7627501,142.3579263,1987,5/9/1987
"Abashiri, Japan",True,44.0206027,144.2732035,1987,5/9/1987
"Sapporo, Japan",True,43.061936,141.3542924,1987,5/6/1987
"Iwamizawa, Japan",False,43.1959915,141.7761132,1987,5/8/1987
"Obihiro, Japan",True,42.923809,143.1966324,1987,5/4/1987
"Kushiro, Japan",True,42.9906837,144.3820381,1987,5/17/1987
"Nemuro, Japan",False,43.3301154,145.5829068,1987,5/15/1987
"Muroran, Japan",True,42.3152461,140.9740731,1987,5/9/1987
"Urakawa, Japan",False,42.1684998,142.7680974,1987,5/12/1987
"Esashi, Japan",False,41.8690714,140.1272235,1987,5/5/1987
"Hakodate, Japan",True,41.768793,140.729008,1987,5/4/1987
"Kutchan, Japan",False,42.901741,140.7590818,1987,5/13/1987
"Monbetsu, Japan",False,44.3565151,143.3545224,1987,5/6/1987
"Hiroo, Japan",False,42.285532,143.3116162,1987,5/5/1987
"Shinjo, Japan",False,38.7648577,140.3021449,1987,4/21/1987
"Aomori, Japan",True,40.886943,140.590121,1987,4/25/1987
"Hachinohe, Japan",False,40.5122388,141.4882959,1987,4/23/1987
"Akita, Japan",True,39.6898802,140.342608,1987,4/17/1987
"Morioka, Japan",True,39.7021331,141.1545397,1987,4/23/1987
"Miyako, Japan",False,39.6395835,141.9461177,1987,4/18/1987
"Sakata, Japan",False,38.9147229,139.8364101,1987,4/15/1987
"Yamagata, Japan",True,38.2553393,140.3400205,1987,4/15/1987
"Sendai, Japan",True,38.2677554,140.8691498,1987,4/10/1987
"Fukushima, Japan",True,37.75454,140.4592144,1987,4/6/1987
"Shirakawa, Japan",False,37.1263397,140.2107192,1987,4/10/1987
"Onahama, Japan",False,36.9383759,140.8977807,1987,4/5/1987
"Wajima, Japan",False,37.3905644,136.8994281,1987,4/7/1987
"Aikawa, Japan",False,35.532347,139.297795,1987,4/10/1987
"Niigata, Japan",True,37.6452283,138.7669125,1987,4/8/1987
"Kanazawa, Japan",True,36.5780499,136.6480247,1987,3/30/1987
"Toyama, Japan",True,36.6957569,137.2136215,1987,4/5/1987
"Nagano, Japan",True,36.1143945,138.0319015,1987,4/9/1987
"Takada, Japan",False,34.516288,135.7448226,1987,4/6/1987
"Utsunomiya, Japan",True,36.5549677,139.8828776,1987,3/31/1987
"Fukui, Japan",True,35.9263502,136.6068127,1987,4/4/1987
"Takayama, Japan",False,36.1396246,137.2510322,1987,4/15/1987
"Matsumoto, Japan",False,36.2382047,137.9687141,1987,4/8/1987
"Maebashi, Japan",True,36.3893418,139.0632826,1987,3/26/1987
"Kumagaya, Japan",True,36.1472472,139.3886141,1987,3/25/1987
"Mito, Japan",True,36.3657792,140.4713933,1987,3/28/1987
"Tsuruga, Japan",False,35.6445135,136.0734634,1987,4/2/1987
"Gifu, Japan",True,35.7867449,137.0460777,1987,3/26/1987
"Nagoya, Japan",True,35.1851045,136.8998438,1987,3/25/1987
"Iida, Japan",False,35.5147101,137.8219519,1987,4/5/1987
"Kofu, Japan",True,35.6652481,138.5710441,1987,3/26/1987
"Choshi, Japan",True,35.7345338,140.8272667,1987,3/25/1987
"Tsu, Japan",True,34.7341973,136.5153283,1987,3/25/1987
"Hamamatsu, Japan",False,34.7109786,137.7259431,1987,3/25/1987
"Shizuoka, Japan",True,34.979149,138.38299,1987,3/26/1987
"Tokyo, Japan",True,35.6828387,139.7594549,1987,3/23/1987
"Owase, Japan",False,34.0707815,136.1911394,1987,3/28/1987
"Yokohama, Japan",True,35.444991,139.636768,1987,3/21/1987
"Tateyama, Japan",False,34.9965304,139.8699838,1987,3/25/1987
"Oshima, Japan",False,34.737515,139.400251,1987,3/29/1987
"Miyakejima, Japan",False,34.085378000000006,139.52127731368265,1987,3/30/1987
"Hachijojima, Japan",False,33.1024935,139.8076939278656,1987,4/9/1987
"Saigo, Japan",False,32.8728923,130.2439633,1987,3/31/1987
"Matsue, Japan",True,35.468115,133.048768,1987,3/30/1987
"Yonago, Japan",False,35.4276408,133.331459,1987,3/30/1987
"Tottori, Japan",True,35.3555075,133.8678525,1987,3/29/1987
"Toyooka, Japan",False,35.5446737,134.8201126,1987,4/4/1987
"Maizuru, Japan",False,35.4704853,135.34844,1987,4/4/1987
"Hamada, Japan",False,34.8991982,132.0799984,1987,3/26/1987
"Kyoto, Japan",True,35.021041,135.7556075,1987,3/27/1987
"Hikone, Japan",True,35.254276,136.215376,1987,4/4/1987
"Hiroshima, Japan",True,34.3916058,132.4518156,1987,3/25/1987
"Okayama, Japan",True,34.6553944,133.9194595,1987,3/25/1987
"Kobe, Japan",True,34.6932379,135.1943764,1987,3/27/1987
"Osaka, Japan",True,34.6198813,135.490357,1987,3/25/1987
"Sumoto, Japan",False,34.3389909,134.859985,1987,3/25/1987
"Wakayama, Japan",True,34.234617,135.1782181,1987,3/25/1987
"Shionomisaki, Japan",False,33.4377085,135.7549926,1987,3/31/1987
"Nara, Japan",True,34.2963089,135.8816819,1987,3/28/1987
"Matsuyama, Japan",True,33.8395188,132.7653521,1987,3/24/1987
"Takamatsu, Japan",True,34.3425592,134.0465338,1987,3/24/1987
"Uwajima, Japan",False,33.2232315,132.5606514,1987,3/23/1987
"Kochi, Japan",True,33.5680384,133.5394221,1987,3/22/1987
"Tokushima, Japan",True,34.0698307,134.5550353,1987,3/26/1987
"Shimonoseki, Japan",True,33.9577116,130.9415455,1987,3/24/1987
"Izuhara, Japan",False,34.2022882,129.288952,1987,3/23/1987
"Fukuoka, Japan",True,33.6251241,130.6180016,1987,3/22/1987
"Saga, Japan",True,33.2185408,130.1296585,1987,3/23/1987
"Oita, Japan",True,33.1819875,131.4270217,1987,3/23/1987
"Fukue, Japan",False,34.0471135,130.9156608,1987,3/29/1987
"Nagasaki, Japan",True,33.1154683,129.7874339,1987,3/23/1987
"Kumamoto, Japan",True,32.6450475,130.6341345,1987,3/24/1987
"Nobeoka, Japan",False,32.5823063,131.6649034,1987,3/25/1987
"Kagoshima, Japan",True,31.5841689,130.543387,1987,3/26/1987
"Miyazaki, Japan",True,31.9076334,131.4204022,1987,3/24/1987
"Yakushima, Japan",False,30.347925,130.52448324447516,1987,
"Tanegashima, Japan",False,30.591848,130.99589484044418,1987,3/27/1987
"Naze, Japan",True,28.3934485,129.5337385,1987,1/16/1987
"Yonaguni Island, Japan",False,24.455595,122.98760597555837,1987,
"Ishigaki Island, Japan",True,24.3618503,124.1543424,1987,1/3/1987
"Miyakojima, Japan",True,24.813957,125.30557898287014,1987,1/16/1987
"Kumejima, Japan",False,26.341139,126.78905289115316,1987,1/8/1987
"Naha, Japan",True,26.2122345,127.6791452,1987,1/23/1987
"Nago, Japan",False,26.5914524,127.9773062,1987,1/9/1987
"Iriomote Island, Japan",False,24.3464015,123.83916364873272,1987,1/21/1987
"Minamidaitojima, Japan",True,25.8423115,131.24287129209847,1987,1/21/1987
"Wakkanai, Japan",True,45.4158108,141.6730309,1988,5/15/1988
"Rumoi, Japan",False,43.941029,141.6368171,1988,5/9/1988
"Asahikawa, Japan",True,43.7627501,142.3579263,1988,5/7/1988
"Abashiri, Japan",True,44.0206027,144.2732035,1988,5/12/1988
"Sapporo, Japan",True,43.061936,141.3542924,1988,5/3/1988
"Iwamizawa, Japan",False,43.1959915,141.7761132,1988,5/5/1988
"Obihiro, Japan",True,42.923809,143.1966324,1988,5/4/1988
"Kushiro, Japan",True,42.9906837,144.3820381,1988,5/18/1988
"Nemuro, Japan",False,43.3301154,145.5829068,1988,5/22/1988
"Muroran, Japan",True,42.3152461,140.9740731,1988,5/6/1988
"Urakawa, Japan",False,42.1684998,142.7680974,1988,5/12/1988
"Esashi, Japan",False,41.8690714,140.1272235,1988,5/4/1988
"Hakodate, Japan",True,41.768793,140.729008,1988,5/2/1988
"Kutchan, Japan",False,42.901741,140.7590818,1988,5/14/1988
"Monbetsu, Japan",False,44.3565151,143.3545224,1988,5/11/1988
"Hiroo, Japan",False,42.285532,143.3116162,1988,5/7/1988
"Shinjo, Japan",False,38.7648577,140.3021449,1988,4/26/1988
"Aomori, Japan",True,40.886943,140.590121,1988,4/28/1988
"Hachinohe, Japan",False,40.5122388,141.4882959,1988,4/27/1988
"Akita, Japan",True,39.6898802,140.342608,1988,4/23/1988
"Morioka, Japan",True,39.7021331,141.1545397,1988,4/27/1988
"Miyako, Japan",False,39.6395835,141.9461177,1988,4/20/1988
"Sakata, Japan",False,38.9147229,139.8364101,1988,4/20/1988
"Yamagata, Japan",True,38.2553393,140.3400205,1988,4/20/1988
"Sendai, Japan",True,38.2677554,140.8691498,1988,4/17/1988
"Fukushima, Japan",True,37.75454,140.4592144,1988,4/16/1988
"Shirakawa, Japan",False,37.1263397,140.2107192,1988,4/20/1988
"Onahama, Japan",False,36.9383759,140.8977807,1988,4/13/1988
"Wajima, Japan",False,37.3905644,136.8994281,1988,4/15/1988
"Aikawa, Japan",False,35.532347,139.297795,1988,4/20/1988
"Niigata, Japan",True,37.6452283,138.7669125,1988,4/16/1988
"Kanazawa, Japan",True,36.5780499,136.6480247,1988,4/12/1988
"Toyama, Japan",True,36.6957569,137.2136215,1988,4/14/1988
"Nagano, Japan",True,36.1143945,138.0319015,1988,4/20/1988
"Takada, Japan",False,34.516288,135.7448226,1988,4/14/1988
"Utsunomiya, Japan",True,36.5549677,139.8828776,1988,4/7/1988
"Fukui, Japan",True,35.9263502,136.6068127,1988,4/12/1988
"Takayama, Japan",False,36.1396246,137.2510322,1988,4/22/1988
"Matsumoto, Japan",False,36.2382047,137.9687141,1988,4/19/1988
"Maebashi, Japan",True,36.3893418,139.0632826,1988,4/5/1988
"Kumagaya, Japan",True,36.1472472,139.3886141,1988,4/4/1988
"Mito, Japan",True,36.3657792,140.4713933,1988,4/6/1988
"Tsuruga, Japan",False,35.6445135,136.0734634,1988,4/12/1988
"Gifu, Japan",True,35.7867449,137.0460777,1988,4/3/1988
"Nagoya, Japan",True,35.1851045,136.8998438,1988,4/3/1988
"Iida, Japan",False,35.5147101,137.8219519,1988,4/14/1988
"Kofu, Japan",True,35.6652481,138.5710441,1988,4/4/1988
"Choshi, Japan",True,35.7345338,140.8272667,1988,4/3/1988
"Tsu, Japan",True,34.7341973,136.5153283,1988,4/5/1988
"Hamamatsu, Japan",False,34.7109786,137.7259431,1988,4/3/1988
"Shizuoka, Japan",True,34.979149,138.38299,1988,4/3/1988
"Tokyo, Japan",True,35.6828387,139.7594549,1988,4/2/1988
"Owase, Japan",False,34.0707815,136.1911394,1988,3/30/1988
"Yokohama, Japan",True,35.444991,139.636768,1988,4/2/1988
"Tateyama, Japan",False,34.9965304,139.8699838,1988,4/5/1988
"Oshima, Japan",False,34.737515,139.400251,1988,4/5/1988
"Miyakejima, Japan",False,34.085378000000006,139.52127731368265,1988,4/4/1988
"Hachijojima, Japan",False,33.1024935,139.8076939278656,1988,4/3/1988
"Saigo, Japan",False,32.8728923,130.2439633,1988,4/11/1988
"Matsue, Japan",True,35.468115,133.048768,1988,4/10/1988
"Yonago, Japan",False,35.4276408,133.331459,1988,4/11/1988
"Tottori, Japan",True,35.3555075,133.8678525,1988,4/11/1988
"Toyooka, Japan",False,35.5446737,134.8201126,1988,4/13/1988
"Maizuru, Japan",False,35.4704853,135.34844,1988,4/12/1988
"Hamada, Japan",False,34.8991982,132.0799984,1988,4/6/1988
"Kyoto, Japan",True,35.021041,135.7556075,1988,4/5/1988
"Hikone, Japan",True,35.254276,136.215376,1988,4/7/1988
"Hiroshima, Japan",True,34.3916058,132.4518156,1988,4/3/1988
"Okayama, Japan",True,34.6553944,133.9194595,1988,4/5/1988
"Kobe, Japan",True,34.6932379,135.1943764,1988,4/5/1988
"Osaka, Japan",True,34.6198813,135.490357,1988,4/5/1988
"Sumoto, Japan",False,34.3389909,134.859985,1988,4/6/1988
"Wakayama, Japan",True,34.234617,135.1782181,1988,4/5/1988
"Shionomisaki, Japan",False,33.4377085,135.7549926,1988,4/5/1988
"Nara, Japan",True,34.2963089,135.8816819,1988,4/7/1988
"Matsuyama, Japan",True,33.8395188,132.7653521,1988,4/3/1988
"Takamatsu, Japan",True,34.3425592,134.0465338,1988,4/5/1988
"Uwajima, Japan",False,33.2232315,132.5606514,1988,4/2/1988
"Kochi, Japan",True,33.5680384,133.5394221,1988,3/28/1988
"Tokushima, Japan",True,34.0698307,134.5550353,1988,4/5/1988
"Shimonoseki, Japan",True,33.9577116,130.9415455,1988,4/4/1988
"Izuhara, Japan",False,34.2022882,129.288952,1988,4/2/1988
"Fukuoka, Japan",True,33.6251241,130.6180016,1988,4/2/1988
"Saga, Japan",True,33.2185408,130.1296585,1988,4/2/1988
"Oita, Japan",True,33.1819875,131.4270217,1988,4/2/1988
"Fukue, Japan",False,34.0471135,130.9156608,1988,4/1/1988
"Nagasaki, Japan",True,33.1154683,129.7874339,1988,4/1/1988
"Kumamoto, Japan",True,32.6450475,130.6341345,1988,4/1/1988
"Nobeoka, Japan",False,32.5823063,131.6649034,1988,4/2/1988
"Kagoshima, Japan",True,31.5841689,130.543387,1988,4/3/1988
"Miyazaki, Japan",True,31.9076334,131.4204022,1988,4/2/1988
"Yakushima, Japan",False,30.347925,130.52448324447516,1988,
"Tanegashima, Japan",False,30.591848,130.99589484044418,1988,3/31/1988
"Naze, Japan",True,28.3934485,129.5337385,1988,1/12/1988
"Yonaguni Island, Japan",False,24.455595,122.98760597555837,1988,
"Ishigaki Island, Japan",True,24.3618503,124.1543424,1988,1/1/1988
"Miyakojima, Japan",True,24.813957,125.30557898287014,1988,1/17/1988
"Kumejima, Japan",False,26.341139,126.78905289115316,1988,1/6/1988
"Naha, Japan",True,26.2122345,127.6791452,1988,1/19/1988
"Nago, Japan",False,26.5914524,127.9773062,1988,1/4/1988
"Iriomote Island, Japan",False,24.3464015,123.83916364873272,1988,1/15/1988
"Minamidaitojima, Japan",True,25.8423115,131.24287129209847,1988,1/29/1988
"Wakkanai, Japan",True,45.4158108,141.6730309,1989,5/16/1989
"Rumoi, Japan",False,43.941029,141.6368171,1989,5/3/1989
"Asahikawa, Japan",True,43.7627501,142.3579263,1989,5/3/1989
"Abashiri, Japan",True,44.0206027,144.2732035,1989,5/16/1989
"Sapporo, Japan",True,43.061936,141.3542924,1989,4/29/1989
"Iwamizawa, Japan",False,43.1959915,141.7761132,1989,4/28/1989
"Obihiro, Japan",True,42.923809,143.1966324,1989,5/5/1989
"Kushiro, Japan",True,42.9906837,144.3820381,1989,5/18/1989
"Nemuro, Japan",False,43.3301154,145.5829068,1989,5/20/1989
"Muroran, Japan",True,42.3152461,140.9740731,1989,4/30/1989
"Urakawa, Japan",False,42.1684998,142.7680974,1989,5/8/1989
"Esashi, Japan",False,41.8690714,140.1272235,1989,4/23/1989
"Hakodate, Japan",True,41.768793,140.729008,1989,4/23/1989
"Kutchan, Japan",False,42.901741,140.7590818,1989,5/5/1989
"Monbetsu, Japan",False,44.3565151,143.3545224,1989,5/15/1989
"Hiroo, Japan",False,42.285532,143.3116162,1989,5/7/1989
"Shinjo, Japan",False,38.7648577,140.3021449,1989,4/14/1989
"Aomori, Japan",True,40.886943,140.590121,1989,4/15/1989
"Hachinohe, Japan",False,40.5122388,141.4882959,1989,4/15/1989
"Akita, Japan",True,39.6898802,140.342608,1989,4/10/1989
"Morioka, Japan",True,39.7021331,141.1545397,1989,4/14/1989
"Miyako, Japan",False,39.6395835,141.9461177,1989,4/13/1989
"Sakata, Japan",False,38.9147229,139.8364101,1989,4/6/1989
"Yamagata, Japan",True,38.2553393,140.3400205,1989,4/7/1989
"Sendai, Japan",True,38.2677554,140.8691498,1989,4/3/1989
"Fukushima, Japan",True,37.75454,140.4592144,1989,4/1/1989
"Shirakawa, Japan",False,37.1263397,140.2107192,1989,4/9/1989
"Onahama, Japan",False,36.9383759,140.8977807,1989,3/30/1989
"Wajima, Japan",False,37.3905644,136.8994281,1989,4/1/1989
"Aikawa, Japan",False,35.532347,139.297795,1989,4/7/1989
"Niigata, Japan",True,37.6452283,138.7669125,1989,4/1/1989
"Kanazawa, Japan",True,36.5780499,136.6480247,1989,3/26/1989
"Toyama, Japan",True,36.6957569,137.2136215,1989,3/29/1989
"Nagano, Japan",True,36.1143945,138.0319015,1989,4/6/1989
"Takada, Japan",False,34.516288,135.7448226,1989,3/31/1989
"Utsunomiya, Japan",True,36.5549677,139.8828776,1989,3/27/1989
"Fukui, Japan",True,35.9263502,136.6068127,1989,3/28/1989
"Takayama, Japan",False,36.1396246,137.2510322,1989,4/9/1989
"Matsumoto, Japan",False,36.2382047,137.9687141,1989,4/4/1989
"Maebashi, Japan",True,36.3893418,139.0632826,1989,3/26/1989
"Kumagaya, Japan",True,36.1472472,139.3886141,1989,3/26/1989
"Mito, Japan",True,36.3657792,140.4713933,1989,3/27/1989
"Tsuruga, Japan",False,35.6445135,136.0734634,1989,3/24/1989
"Gifu, Japan",True,35.7867449,137.0460777,1989,3/16/1989
"Nagoya, Japan",True,35.1851045,136.8998438,1989,3/17/1989
"Iida, Japan",False,35.5147101,137.8219519,1989,3/29/1989
"Kofu, Japan",True,35.6652481,138.5710441,1989,3/25/1989
"Choshi, Japan",True,35.7345338,140.8272667,1989,3/20/1989
"Tsu, Japan",True,34.7341973,136.5153283,1989,3/25/1989
"Hamamatsu, Japan",False,34.7109786,137.7259431,1989,3/21/1989
"Shizuoka, Japan",True,34.979149,138.38299,1989,3/21/1989
"Tokyo, Japan",True,35.6828387,139.7594549,1989,3/20/1989
"Owase, Japan",False,34.0707815,136.1911394,1989,3/17/1989
"Yokohama, Japan",True,35.444991,139.636768,1989,3/21/1989
"Tateyama, Japan",False,34.9965304,139.8699838,1989,3/25/1989
"Oshima, Japan",False,34.737515,139.400251,1989,3/22/1989
"Miyakejima, Japan",False,34.085378000000006,139.52127731368265,1989,3/16/1989
"Hachijojima, Japan",False,33.1024935,139.8076939278656,1989,3/29/1989
"Saigo, Japan",False,32.8728923,130.2439633,1989,3/30/1989
"Matsue, Japan",True,35.468115,133.048768,1989,3/28/1989
"Yonago, Japan",False,35.4276408,133.331459,1989,3/29/1989
"Tottori, Japan",True,35.3555075,133.8678525,1989,3/29/1989
"Toyooka, Japan",False,35.5446737,134.8201126,1989,3/30/1989
"Maizuru, Japan",False,35.4704853,135.34844,1989,3/30/1989
"Hamada, Japan",False,34.8991982,132.0799984,1989,3/26/1989
"Kyoto, Japan",True,35.021041,135.7556075,1989,3/24/1989
"Hikone, Japan",True,35.254276,136.215376,1989,3/30/1989
"Hiroshima, Japan",True,34.3916058,132.4518156,1989,3/25/1989
"Okayama, Japan",True,34.6553944,133.9194595,1989,3/26/1989
"Kobe, Japan",True,34.6932379,135.1943764,1989,3/25/1989
"Osaka, Japan",True,34.6198813,135.490357,1989,3/25/1989
"Sumoto, Japan",False,34.3389909,134.859985,1989,3/19/1989
"Wakayama, Japan",True,34.234617,135.1782181,1989,3/20/1989
"Shionomisaki, Japan",False,33.4377085,135.7549926,1989,3/20/1989
"Nara, Japan",True,34.2963089,135.8816819,1989,3/25/1989
"Matsuyama, Japan",True,33.8395188,132.7653521,1989,3/21/1989
"Takamatsu, Japan",True,34.3425592,134.0465338,1989,3/24/1989
"Uwajima, Japan",False,33.2232315,132.5606514,1989,3/15/1989
"Kochi, Japan",True,33.5680384,133.5394221,1989,3/15/1989
"Tokushima, Japan",True,34.0698307,134.5550353,1989,3/23/1989
"Shimonoseki, Japan",True,33.9577116,130.9415455,1989,3/22/1989
"Izuhara, Japan",False,34.2022882,129.288952,1989,3/22/1989
"Fukuoka, Japan",True,33.6251241,130.6180016,1989,3/17/1989
"Saga, Japan",True,33.2185408,130.1296585,1989,3/20/1989
"Oita, Japan",True,33.1819875,131.4270217,1989,3/20/1989
"Fukue, Japan",False,34.0471135,130.9156608,1989,3/22/1989
"Nagasaki, Japan",True,33.1154683,129.7874339,1989,3/18/1989
"Kumamoto, Japan",True,32.6450475,130.6341345,1989,3/18/1989
"Nobeoka, Japan",False,32.5823063,131.6649034,1989,3/16/1989
"Kagoshima, Japan",True,31.5841689,130.543387,1989,3/25/1989
"Miyazaki, Japan",True,31.9076334,131.4204022,1989,3/22/1989
"Yakushima, Japan",False,30.347925,130.52448324447516,1989,
"Tanegashima, Japan",False,30.591848,130.99589484044418,1989,3/22/1989
"Naze, Japan",True,28.3934485,129.5337385,1989,1/6/1989
"Yonaguni Island, Japan",False,24.455595,122.98760597555837,1989,
"Ishigaki Island, Japan",True,24.3618503,124.1543424,1989,12/27/1988
"Miyakojima, Japan",True,24.813957,125.30557898287014,1989,1/8/1989
"Kumejima, Japan",False,26.341139,126.78905289115316,1989,12/31/1988
"Naha, Japan",True,26.2122345,127.6791452,1989,1/9/1989
"Nago, Japan",False,26.5914524,127.9773062,1989,12/31/1988
"Iriomote Island, Japan",False,24.3464015,123.83916364873272,1989,1/15/1989
"Minamidaitojima, Japan",True,25.8423115,131.24287129209847,1989,1/17/1989
"Wakkanai, Japan",True,45.4158108,141.6730309,1990,5/6/1990
"Rumoi, Japan",False,43.941029,141.6368171,1990,4/26/1990
"Asahikawa, Japan",True,43.7627501,142.3579263,1990,4/28/1990
"Abashiri, Japan",True,44.0206027,144.2732035,1990,5/7/1990
"Sapporo, Japan",True,43.061936,141.3542924,1990,4/25/1990
"Iwamizawa, Japan",False,43.1959915,141.7761132,1990,4/26/1990
"Obihiro, Japan",True,42.923809,143.1966324,1990,5/1/1990
"Kushiro, Japan",True,42.9906837,144.3820381,1990,5/10/1990
"Nemuro, Japan",False,43.3301154,145.5829068,1990,5/11/1990
"Muroran, Japan",True,42.3152461,140.9740731,1990,4/26/1990
"Urakawa, Japan",False,42.1684998,142.7680974,1990,5/6/1990
"Esashi, Japan",False,41.8690714,140.1272235,1990,4/23/1990
"Hakodate, Japan",True,41.768793,140.729008,1990,4/22/1990
"Kutchan, Japan",False,42.901741,140.7590818,1990,5/6/1990
"Monbetsu, Japan",False,44.3565151,143.3545224,1990,5/6/1990
"Hiroo, Japan",False,42.285532,143.3116162,1990,5/3/1990
"Shinjo, Japan",False,38.7648577,140.3021449,1990,4/13/1990
"Aomori, Japan",True,40.886943,140.590121,1990,4/15/1990
"Hachinohe, Japan",False,40.5122388,141.4882959,1990,4/12/1990
"Akita, Japan",True,39.6898802,140.342608,1990,4/10/1990
"Morioka, Japan",True,39.7021331,141.1545397,1990,4/13/1990
"Miyako, Japan",False,39.6395835,141.9461177,1990,4/11/1990
"Sakata, Japan",False,38.9147229,139.8364101,1990,4/7/1990
"Yamagata, Japan",True,38.2553393,140.3400205,1990,4/9/1990
"Sendai, Japan",True,38.2677554,140.8691498,1990,4/3/1990
"Fukushima, Japan",True,37.75454,140.4592144,1990,4/3/1990
"Shirakawa, Japan",False,37.1263397,140.2107192,1990,4/8/1990
"Onahama, Japan",False,36.9383759,140.8977807,1990,3/30/1990
"Wajima, Japan",False,37.3905644,136.8994281,1990,4/2/1990
"Aikawa, Japan",False,35.532347,139.297795,1990,4/4/1990
"Niigata, Japan",True,37.6452283,138.7669125,1990,4/1/1990
"Kanazawa, Japan",True,36.5780499,136.6480247,1990,3/28/1990
"Toyama, Japan",True,36.6957569,137.2136215,1990,4/1/1990
"Nagano, Japan",True,36.1143945,138.0319015,1990,4/7/1990
"Takada, Japan",False,34.516288,135.7448226,1990,4/1/1990
"Utsunomiya, Japan",True,36.5549677,139.8828776,1990,3/25/1990
"Fukui, Japan",True,35.9263502,136.6068127,1990,3/27/1990
"Takayama, Japan",False,36.1396246,137.2510322,1990,4/9/1990
"Matsumoto, Japan",False,36.2382047,137.9687141,1990,4/4/1990
"Maebashi, Japan",True,36.3893418,139.0632826,1990,3/24/1990
"Kumagaya, Japan",True,36.1472472,139.3886141,1990,3/22/1990
"Mito, Japan",True,36.3657792,140.4713933,1990,3/25/1990
"Tsuruga, Japan",False,35.6445135,136.0734634,1990,3/25/1990
