location_id,name,rate,review_count,city,region,address,latitude,longitude,href
0,上野恩賜公園,45,5243,,,東京都上野公園,35.7156148,139.7741538,https://www.tripadvisor.jp/Attraction_Review-g14134278-d320441-Reviews-Ueno_Park-Uenokoen_Taito_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS
1,千鳥ヶ淵,45,1201,東京都,関東地方,"""北の丸公園1-1, 千代田区""",35.692364,139.7494726,https://www.tripadvisor.jp/Attraction_Review-g1066443-d1373705-Reviews-Chidorigafuchi-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS
2,花見小路通,40,390,京都府,近畿地方,"""東山区, 京都市""",34.9923961,135.7757965,https://www.tripadvisor.jp/Attraction_Review-g298564-d1956593-Reviews-Hanamikoji_Street-Kyoto_Kyoto_Prefecture_Kinki.html#REVIEWS
3,新宿御苑,45,6156,東京都,関東地方,"""内藤町11, 新宿区""",35.6867332,139.7081702,https://www.tripadvisor.jp/Attraction_Review-g1066457-d479258-Reviews-Shinjuku_Gyoen_National_Garden-Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS
4,韻松亭,45,208,,,"""4-59, 東京都上野公園""",35.7154717,139.7740608,https://www.tripadvisor.jp/Restaurant_Review-g14134278-d1391764-Reviews-Innsyoutei-Uenokoen_Taito_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS
5,醍醐寺,45,648,京都府,近畿地方,"""伏見区醍醐伽藍町1, 京都市""",34.9514225,135.822616,https://www.tripadvisor.jp/Attraction_Review-g298564-d321455-Reviews-Daigo_ji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html#REVIEWS
6,代々木公園,45,2319,東京都,関東地方,"""代々木神園町2-1 , 渋谷区""",35.6717823,139.6917847,https://www.tripadvisor.jp/Attraction_Review-g1066456-d561514-Reviews-Yoyogi_Park-Shibuya_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS
7,十二段家 花見小路店 ,45,78,,,"""東山区祇園町南側570-128, 京都市""",35.0028127,135.7752965,https://www.tripadvisor.jp/Restaurant_Review-g298564-d3661952-Reviews-Junidanya_Hanamikoji-Kyoto_Kyoto_Prefecture_Kinki.html#REVIEWS
8,夙川公園,45,219,兵庫県,近畿地方,兵庫県西宮市,34.7376029,135.3415109,https://www.tripadvisor.jp/Attraction_Review-g1022819-d1384644-Reviews-Shukugawa_Park-Nishinomiya_Hyogo_Prefecture_Kinki.html#REVIEWS
9,建仁寺,45,998,京都府,近畿地方,"""東山区大和大路四条下ル小松町584, 京都市""",35.0004553,135.7736387,https://www.tripadvisor.jp/Attraction_Review-g298564-d1386175-Reviews-Kennin_ji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html#REVIEWS
10,砧公園,45,336,東京都,関東地方,"""砧公園, 世田谷区""",35.6301013,139.6184342,https://www.tripadvisor.jp/Attraction_Review-g1066455-d1602616-Reviews-Kinuta_Park-Setagaya_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS
11,円山公園,40,380,,,"""中央区宮ヶ丘, 札幌市""",43.0535087,141.3077944,https://www.tripadvisor.jp/Attraction_Review-g298560-d1384186-Reviews-Maruyama_Park-Sapporo_Hokkaido.html#REVIEWS
12,目黒川,45,587,東京都,関東地方,東京23区,35.6803997,139.7690174,https://www.tripadvisor.jp/Attraction_Review-g298184-d1425866-Reviews-Meguro_River-Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS
13,井の頭恩賜公園,40,642,東京都,関東地方,東京都武蔵野市,35.7176916,139.5660882,https://www.tripadvisor.jp/Attraction_Review-g1060900-d315482-Reviews-Inokashira_Onshi_Park-Musashino_Tokyo_Prefecture_Kanto.html#REVIEWS
14,祇園歓楽街,45,7275,京都府,近畿地方,"""東山区, 京都市""",34.9923961,135.7757965,https://www.tripadvisor.jp/Attraction_Review-g298564-d321451-Reviews-Gion-Kyoto_Kyoto_Prefecture_Kinki.html#REVIEWS
15,恩田川,45,14,,,"""原町田3-8-1, 東京都町田市""",35.5421649,139.4513966,https://www.tripadvisor.jp/Restaurant_Review-g1060907-d10017416-Reviews-Ondagawa-Machida_Tokyo_Prefecture_Kanto.html#REVIEWS
16,大阪城公園,40,6924,大阪府,近畿地方,"""大阪城1, 中央区""",34.6865287,135.5264693,https://www.tripadvisor.jp/Attraction_Review-g14127623-d1407217-Reviews-Osaka_Castle_Park-Chuo_Osaka_Osaka_Prefecture_Kinki.html#REVIEWS
17,飛鳥山公園,40,263,東京都,関東地方,"""王子1-1-3, 東京都北区""",35.7496151,139.7389209,https://www.tripadvisor.jp/Attraction_Review-g1066448-d2423696-Reviews-Asukayama_Park-Kita_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS
18,北九州市河内藤園 藤の花見,45,242,福岡県,九州・沖縄地方,"""八幡東区河内2-2-46, 北九州市""",33.8313336,130.7928558,https://www.tripadvisor.jp/Attraction_Review-g303160-d3749843-Reviews-Kitakyushu_City_Kawachi_Fuji_Garden_Wisterias_Blossom-Kitakyushu_Fukuoka_Prefectu.html#REVIEWS
19,お花見久兵衛,40,106,,,"""山中温泉下谷町ニ138-1 , 石川県加賀市""",36.2386283,136.3694481,https://www.tripadvisor.jp/Hotel_Review-g651648-d1074531-Reviews-Ohanami_Kyubei-Kaga_Ishikawa_Prefecture_Hokuriku_Chubu.html#REVIEWS
20,浜松城,35,549,東海地方,近畿地方,"""中区元城町100-2, 静岡県浜松市""",34.7132278,137.7262872,https://www.tripadvisor.jp/Attraction_Review-g303148-d1313765-Reviews-Hamamatsu_Castle-Hamamatsu_Shizuoka_Prefecture_Tokai_Chubu.html#REVIEWS
21,ぎおん 徳屋,45,102,,,"""東山区祇園町南側570-127, 京都市""",35.0024654,135.7752965,https://www.tripadvisor.jp/Restaurant_Review-g298564-d1667202-Reviews-Gion_Tokuya-Kyoto_Kyoto_Prefecture_Kinki.html#REVIEWS
22,舞鶴公園,40,343,福岡県,九州・沖縄地方,"""城内, 中央区""",33.5868971,130.3815658,https://www.tripadvisor.jp/Attraction_Review-g14127491-d325353-Reviews-Maizuru_Park-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html#REVIEWS
23,鶴舞公園,40,300,東海地方,近畿地方,"""昭和区鶴舞1, 名古屋市""",35.1546224,136.9204248,https://www.tripadvisor.jp/Attraction_Review-g298106-d1309834-Reviews-Tsuruma_Park-Nagoya_Aichi_Prefecture_Tokai_Chubu.html#REVIEWS
24,皇居東御苑（旧江戸城本丸跡）,40,2014,東京都,関東地方,"""千代田 1-1, 千代田区""",35.6863053,139.75823,https://www.tripadvisor.jp/Attraction_Review-g1066443-d320625-Reviews-The_East_Gardens_of_the_Imperial_Palace_Edo_Castle_Ruin-Chiyoda_Tokyo_Tokyo_Prefe.html#REVIEWS
25,造幣博物館,45,543,大阪府,近畿地方,"""北区天満1-1-79, 大阪市""",34.6965482,135.5210479,https://www.tripadvisor.jp/Attraction_Review-g298566-d1407249-Reviews-Mint_Museum-Osaka_Osaka_Prefecture_Kinki.html#REVIEWS
26,京都府立植物園,45,384,京都府,近畿地方,"""左京区下鴨半木町, 京都市""",35.0489103,135.7645385,https://www.tripadvisor.jp/Attraction_Review-g298564-d1798946-Reviews-Kyoto_Botanical_Garden-Kyoto_Kyoto_Prefecture_Kinki.html#REVIEWS
27,さくらの山公園,45,313,千葉県,関東地方,"""駒井野1338-1, 千葉県成田市""",35.7771476,140.3632809,https://www.tripadvisor.jp/Attraction_Review-g298161-d1580227-Reviews-Sakura_no_yama_Park-Narita_Chiba_Prefecture_Kanto.html#REVIEWS
28,吉野山,45,292,奈良県,近畿地方,奈良県吉野町,34.396001,135.857574,https://www.tripadvisor.jp/Attraction_Review-g1121327-d1384139-Reviews-Mt_Yoshino-Yoshino_cho_Yoshino_gun_Nara_Prefecture_Kinki.html#REVIEWS
29,埼玉県営大宮公園,40,221,埼玉県,関東地方,"""大宮区高鼻町4, さいたま市""",35.9189126,139.6318202,https://www.tripadvisor.jp/Attraction_Review-g298180-d1397171-Reviews-Saitama_Prefecture_Omiya_Park-Saitama_Saitama_Prefecture_Kanto.html#REVIEWS
30,根岸森林公園,45,184,神奈川県,関東地方,"""中区根岸台, 横浜市""",35.4227238,139.6381955,https://www.tripadvisor.jp/Attraction_Review-g298173-d593036-Reviews-Yokohama_Negishi_Forest_Park-Yokohama_Kanagawa_Prefecture_Kanto.html#REVIEWS
31,神戸市立王子動物園,40,642,兵庫県,近畿地方,"""灘区王子町3-1, 神戸市""",34.7116062,135.2152073,https://www.tripadvisor.jp/Attraction_Review-g298562-d1424158-Reviews-Kobe_Oji_Zoo-Kobe_Hyogo_Prefecture_Kinki.html#REVIEWS
32,北海道神宮,40,1192,札幌市,北海道地方,"""中央区宮ヶ丘474, 札幌市""",43.0554242,141.3079548,https://www.tripadvisor.jp/Attraction_Review-g298560-d591381-Reviews-Hokkaido_Jingu-Sapporo_Hokkaido.html#REVIEWS
33,喜多院,40,329,埼玉県,関東地方,"""小仙波町1-20-1, 埼玉県川越市""",35.9172304,139.4895315,https://www.tripadvisor.jp/Attraction_Review-g298177-d1397090-Reviews-Kitain-Kawagoe_Saitama_Prefecture_Kanto.html#REVIEWS
34,錦糸公園,35,191,東京都,関東地方,"""錦糸4-15-1, 墨田区""",35.6995382,139.8172222,https://www.tripadvisor.jp/Attraction_Review-g1066459-d6551339-Reviews-Kinshi_Park-Sumida_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS
35,権現堂桜堤,45,172,埼玉県,関東地方,"""内国府間, 埼玉県幸手市""",36.0909313,139.7211376,https://www.tripadvisor.jp/Attraction_Review-g1021406-d1722859-Reviews-Gongendo_Sakura_Tsutsumi-Satte_Saitama_Prefecture_Kanto.html#REVIEWS
36,新宿中央公園,40,447,東京都,関東地方,"""2-11, 東京都西新宿""",35.6913457,139.69369,https://www.tripadvisor.jp/Attraction_Review-g14133673-d1594916-Reviews-Shinjuku_Chuo_Park-Nishishinjuku_Shinjuku_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS
37,高遠城址公園,45,297,甲信越,中部地方,"""高遠町東高遠, 長野県伊那市""",35.8378337,138.0753917,https://www.tripadvisor.jp/Attraction_Review-g1021343-d552422-Reviews-Takato_Castle_Remains_Park-Ina_Nagano_Prefecture_Koshinetsu_Chubu.html#REVIEWS
38,河津桜 (河津町),45,440,東海地方,近畿地方,静岡県河津町,34.7569968,138.9876072,https://www.tripadvisor.jp/Attraction_Review-g1121206-d2640245-Reviews-Kawazu_Zakura_Kawazucho-Kawazu_cho_Kamo_gun_Shizuoka_Prefecture_Tokai_Chubu.html#REVIEWS
39,北の丸公園,40,257,東京都,関東地方,"""北の丸公園, 千代田区""",35.6917911,139.7505142,https://www.tripadvisor.jp/Attraction_Review-g1066443-d1373694-Reviews-Kitanomaru_Park-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS
40,桃庭,45,11,,,"""東山区祇園町南側570-120, 京都市""",35.0016017,135.774528,https://www.tripadvisor.jp/Restaurant_Review-g298564-d1700902-Reviews-Taotei-Kyoto_Kyoto_Prefecture_Kinki.html#REVIEWS
41,万博記念公園,45,579,大阪府,近畿地方,"""千里万博公園1-1, 大阪府吹田市""",34.8046044,135.5318113,https://www.tripadvisor.jp/Attraction_Review-g1023474-d1407321-Reviews-Expo_70_Commemorative_Park-Suita_Osaka_Prefecture_Kinki.html#REVIEWS
42,東京クルーズ (東京都観光汽船),40,655,,,"""(浅草、浜離宮、日の出桟橋、豊洲、お台場海浜公園), 港区""",35.6545886,139.7965201,https://www.tripadvisor.jp/Attraction_Review-g1066451-d1373716-Reviews-Tokyo_Cruise_Sumida_River-Minato_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS
43,侘家古暦堂 祇園花見小路本店,45,207,,,"""東山区四条花見小路下ル祇園町南側　, 京都市""",35.0026835,135.7752039,https://www.tripadvisor.jp/Restaurant_Review-g298564-d1173244-Reviews-Wabiya_Korekido_Gion_Hanamikoji_Honten-Kyoto_Kyoto_Prefecture_Kinki.html#REVIEWS
44,はままつフラワーパーク,40,288,東海地方,近畿地方,"""西区舘山寺町195, 静岡県浜松市""",34.7632995,137.6329047,https://www.tripadvisor.jp/Attraction_Review-g303148-d553455-Reviews-Hamamatsu_Flower_Park-Hamamatsu_Shizuoka_Prefecture_Tokai_Chubu.html#REVIEWS
45,哲学の道,40,3186,京都府,近畿地方,"""左京区, 京都市""",35.1630759,135.8089934,https://www.tripadvisor.jp/Attraction_Review-g298564-d545965-Reviews-Philosopher_s_Walk-Kyoto_Kyoto_Prefecture_Kinki.html#REVIEWS
46,隅田川,40,383,東京都,関東地方,東京23区,35.6803997,139.7690174,https://www.tripadvisor.jp/Attraction_Review-g298184-d555385-Reviews-Sumida_River-Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS
47,所沢航空記念公園,40,194,埼玉県,関東地方,"""並木1-13, 埼玉県所沢市""",35.7993607,139.4728997,https://www.tripadvisor.jp/Attraction_Review-g1021369-d1682114-Reviews-Tokorozawa_Aviation_Memorial_Park-Tokorozawa_Saitama_Prefecture_Kanto.html#REVIEWS
48,平野神社,40,205,京都府,近畿地方,"""北区平野宮本町1, 京都市""",35.0325954,135.731983,https://www.tripadvisor.jp/Attraction_Review-g298564-d1386127-Reviews-Hirano_Shrine-Kyoto_Kyoto_Prefecture_Kinki.html#REVIEWS
49,道後公園(湯築城跡),40,268,愛媛県,四国地方,"""道後公園, 愛媛県松山市""",33.8485271,132.7863684,https://www.tripadvisor.jp/Attraction_Review-g298230-d1383907-Reviews-Dogo_Park_Ruins_of_Yuzuki_Castle-Matsuyama_Ehime_Prefecture_Shikoku.html#REVIEWS
50,駒沢オリンピック公園,40,292,東京都,関東地方,"""駒沢公園1-1, 世田谷区""",35.6249206,139.6611525,https://www.tripadvisor.jp/Attraction_Review-g1066455-d1956573-Reviews-Komazawa_Olympic_Park-Setagaya_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS
51,祇園 らんぶる,45,15,,,"""東山区祇園町南側570-125, 京都市""",35.0030871,135.7755928,https://www.tripadvisor.jp/Restaurant_Review-g298564-d1678711-Reviews-Gionranburu-Kyoto_Kyoto_Prefecture_Kinki.html#REVIEWS
52,木の芽屋,45,4,,,"""小山谷町33-4-14, 福井県福井市""",36.0531164,136.2035488,https://www.tripadvisor.jp/Restaurant_Review-g298110-d7405858-Reviews-Ki_No_Meya-Fukui_Fukui_Prefecture_Hokuriku_Chubu.html#REVIEWS
53,割烹 いいもり,45,5,,,"""東山区祇園町北側347-100, 京都市""",35.0050954,135.7761113,https://www.tripadvisor.jp/Restaurant_Review-g298564-d1371500-Reviews-Iimori-Kyoto_Kyoto_Prefecture_Kinki.html#REVIEWS
54,ドゥージィエーム,45,2,,,"""七軒町3-5, 富山県富山市""",36.6940542,137.2068944,https://www.tripadvisor.jp/Restaurant_Review-g298126-d3882804-Reviews-Deuxieme-Toyama_Toyama_Prefecture_Hokuriku_Chubu.html#REVIEWS
55,葛西臨海公園,40,432,東京都,関東地方,"""臨海町6-2-1, 東京都江戸川区""",35.6431837,139.8604888,https://www.tripadvisor.jp/Attraction_Review-g1066445-d1927946-Reviews-Kasai_Rinkai_Park-Edogawa_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS
56,KENZO,45,5,,,"""東心斎橋1-19-1, 中央区""",34.6737293,135.5034389,https://www.tripadvisor.jp/Restaurant_Review-g14127623-d9933319-Reviews-Jungle_dining_bar_KENZO-Chuo_Osaka_Osaka_Prefecture_Kinki.html#REVIEWS
57,ひさし屋,45,5,,,"""川西町1-16, 兵庫県西宮市""",34.7340552,135.3286629,https://www.tripadvisor.jp/Restaurant_Review-g1022819-d7527105-Reviews-Hizashiya-Nishinomiya_Hyogo_Prefecture_Kinki.html#REVIEWS
58,ぎをん萬養軒 本店,50,18,,,"""東山区祇園町南側570-120, 京都市""",35.0016017,135.774528,https://www.tripadvisor.jp/Restaurant_Review-g298564-d7626435-Reviews-Gion_Manyoken_Main_Branch-Kyoto_Kyoto_Prefecture_Kinki.html#REVIEWS
59,無礼講,45,9,,,"""大通1-4-22, 岩手県宮古市""",39.641223,141.9513088,https://www.tripadvisor.jp/Restaurant_Review-g1022873-d6211546-Reviews-Bureiko-Miyako_Iwate_Prefecture_Tohoku.html#REVIEWS
60,山崎川四季の道,45,202,東海地方,近畿地方,名古屋市,35.1814506,136.9065571,https://www.tripadvisor.jp/Attraction_Review-g298106-d1742647-Reviews-Yamazaki_River-Nagoya_Aichi_Prefecture_Tokai_Chubu.html#REVIEWS
61,宝来屋本店,45,13,,,"""九段南2丁目4番15号, 千代田区""",35.6935833,139.7448714,https://www.tripadvisor.jp/Restaurant_Review-g1066443-d1685459-Reviews-Horaiyahonten-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS
62,タリーズコーヒー 祇園花見小路店,40,29,,,"""東山区四条通花見小路東入祇園町北側268, 京都市""",35.0041144,135.7750131,https://www.tripadvisor.jp/Restaurant_Review-g298564-d10276790-Reviews-Tully_s_Coffee_Gion_Hanamikoji-Kyoto_Kyoto_Prefecture_Kinki.html#REVIEWS
63,榴岡公園,40,101,宮城県,東北地方,"""宮城野区五輪1-301-3, 宮城県仙台市""",38.2617855,140.8987138,https://www.tripadvisor.jp/Attraction_Review-g298249-d1386288-Reviews-Tsutsujigaoka_Park-Sendai_Miyagi_Prefecture_Tohoku.html#REVIEWS
64,漢江公園,45,1566,ソウル 観光,,"""ソウル, 韓国""",37.566535,126.9779692,https://www.tripadvisor.jp/Attraction_Review-g294197-d1519813-Reviews-Hangang_Park-Seoul.html#REVIEWS
65,愛宕神社,40,402,東京都,関東地方,"""愛宕 1-5-3, 港区""",35.6650691,139.7485152,https://www.tripadvisor.jp/Attraction_Review-g1066451-d561640-Reviews-Atago_Shrine-Minato_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS
66,石神井公園,40,208,東京都,関東地方,"""石神井台1-26-1, 東京都練馬区""",35.7390535,139.5975575,https://www.tripadvisor.jp/Attraction_Review-g1066453-d1373806-Reviews-Shakujii_Park-Nerima_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS
67,靭公園,40,239,大阪府,近畿地方,"""西区靭本町2-1-4, 大阪市""",34.6844466,135.4922731,https://www.tripadvisor.jp/Attraction_Review-g298566-d1407274-Reviews-Utsubo_Park-Osaka_Osaka_Prefecture_Kinki.html#REVIEWS
68,福山城,35,356,広島県,中国地方,"""丸之内一丁目8, 広島県福山市""",34.4907595,133.3611428,https://www.tripadvisor.jp/Attraction_Review-g298131-d1384414-Reviews-Fukuyama_Castle-Fukuyama_Hiroshima_Prefecture_Chugoku.html#REVIEWS
69,皇居,40,2776,東京都,関東地方,"""千代田 1-1, 千代田区""",35.6863053,139.75823,https://www.tripadvisor.jp/Attraction_Review-g1066443-d320050-Reviews-Imperial_Palace-Chiyoda_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS
70,福岡城跡,35,480,福岡県,九州・沖縄地方,"""城内, 中央区""",33.5868971,130.3815658,https://www.tripadvisor.jp/Attraction_Review-g14127491-d1423817-Reviews-Fukuoka_Castle_Remains-Chuo_Fukuoka_Fukuoka_Prefecture_Kyushu.html#REVIEWS
71,長居公園,40,232,大阪府,近畿地方,"""東住吉区長居公園, 大阪市""",34.6123765,135.5216615,https://www.tripadvisor.jp/Attraction_Review-g298566-d1407283-Reviews-Nagai_Park-Osaka_Osaka_Prefecture_Kinki.html#REVIEWS
72,都立芝公園,40,370,東京都,関東地方,"""1～4, 東京都芝公園""",35.654938,139.7479837,https://www.tripadvisor.jp/Attraction_Review-g14129730-d1373793-Reviews-Shiba_Park-Shibakoen_Minato_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS
73,和バル OKU,45,59,,,"""東山区祇園町南側570-119, 京都市""",35.0026885,135.7743983,https://www.tripadvisor.jp/Restaurant_Review-g298564-d6579517-Reviews-OKU-Kyoto_Kyoto_Prefecture_Kinki.html#REVIEWS
74,有栖川宮記念公園,40,256,東京都,関東地方,"""南麻布5-7-29, 港区""",35.6512793,139.7263013,https://www.tripadvisor.jp/Attraction_Review-g1066451-d1373796-Reviews-Arisugawa_no_miya_Memorial_Park-Minato_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS
75,千波湖遊歩道,40,262,茨城県,関東地方,茨城県水戸市,36.3658764,140.4713723,https://www.tripadvisor.jp/Attraction_Review-g298166-d1424206-Reviews-Semba_Boadwalk-Mito_Ibaraki_Prefecture_Kanto.html#REVIEWS
76,盛岡城跡公園,40,258,岩手県,東北地方,"""丸1-37, 岩手県盛岡市""",39.872962,141.173324,https://www.tripadvisor.jp/Attraction_Review-g298247-d555342-Reviews-Iwate_Park_Koen-Morioka_Iwate_Prefecture_Tohoku.html#REVIEWS
77,毛馬桜之宮公園,45,261,大阪府,近畿地方,"""北区長柄東1丁目, 大阪市""",34.7116823,135.5187145,https://www.tripadvisor.jp/Attraction_Review-g298566-d2005658-Reviews-Kemasakuranomiya_Park-Osaka_Osaka_Prefecture_Kinki.html#REVIEWS
78,松本城,45,3591,,,"""丸の内4-1, 長野県松本市""",36.2382162,137.9701317,https://www.tripadvisor.jp/Attraction_Review-g298118-d320181-Reviews-Matsumoto_Castle-Matsumoto_Nagano_Prefecture_Koshinetsu_Chubu.html#REVIEWS
79,三渓園,45,1142,神奈川県,関東地方,"""中区本牧三之谷58-1, 横浜市""",35.4174752,139.6574453,https://www.tripadvisor.jp/Attraction_Review-g298173-d320017-Reviews-Sankeien_Gardens-Yokohama_Kanagawa_Prefecture_Kanto.html#REVIEWS
80,廣東料理 翠雲苑,40,13,,,"""東山区祇園花見小路四条下ル二筋目西入ル, 京都市""",34.994785,135.761507,https://www.tripadvisor.jp/Restaurant_Review-g298564-d3830073-Reviews-Kanto_Cuisine_Suiunen-Kyoto_Kyoto_Prefecture_Kinki.html#REVIEWS
81,高島城,35,201,甲信越,中部地方,"""高島1-20-1, 長野県諏訪市""",36.0397944,138.1120109,https://www.tripadvisor.jp/Attraction_Review-g1021311-d1902732-Reviews-Takashima_Castle-Suwa_Nagano_Prefecture_Koshinetsu_Chubu.html#REVIEWS
82,花見山公園,45,179,福島県,東北地方,"""渡利字原17, 福島県福島市""",37.739874,140.4946912,https://www.tripadvisor.jp/Attraction_Review-g298244-d1383993-Reviews-Hanamiyama_Park-Fukushima_Fukushima_Prefecture_Tohoku.html#REVIEWS
83,十二段家 本店,45,19,,,"""東山区祇園町南側570-128, 京都市""",35.0028127,135.7752965,https://www.tripadvisor.jp/Restaurant_Review-g298564-d6068613-Reviews-Junidanya_Main_Store-Kyoto_Kyoto_Prefecture_Kinki.html#REVIEWS
84,汝矣島 公園,45,706,ソウル 観光,,"""68, Yeouigongwon-ro, Yeongdeungpo-gu, ソウル, 韓国""",37.5268082,126.9223229,https://www.tripadvisor.jp/Attraction_Review-g294197-d1957627-Reviews-Yeouido_Park-Seoul.html#REVIEWS
85,Abbesses,45,23,,,"""東山区祇園町南側570-232, 京都市""",35.002191,135.7750002,https://www.tripadvisor.jp/Restaurant_Review-g298564-d6990176-Reviews-Abbesses-Kyoto_Kyoto_Prefecture_Kinki.html#REVIEWS
86,菓匠 花見 本店,40,13,,,"""浦和区高砂1-6-10, さいたま市""",35.8579602,139.6569071,https://www.tripadvisor.jp/Restaurant_Review-g298180-d3839451-Reviews-Kasho_Hanami_Honten-Saitama_Saitama_Prefecture_Kanto.html#REVIEWS
87,二条城,45,6975,京都府,近畿地方,"""中京区二条城町541, 京都市""",35.0151077,135.7477768,https://www.tripadvisor.jp/Attraction_Review-g298564-d321408-Reviews-Nijo_Castle-Kyoto_Kyoto_Prefecture_Kinki.html#REVIEWS
88,隅田公園,40,275,東京都,関東地方,"""1-2-5, 東京都向島""",35.7151607,139.8073929,https://www.tripadvisor.jp/Attraction_Review-g14134348-d2549569-Reviews-Sumida_Park-Mukou_jima_Sumida_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS
89,海津大崎,45,119,滋賀県,近畿地方,"""マキノ町海津, 滋賀県高島市""",35.4656616,136.0854137,https://www.tripadvisor.jp/Attraction_Review-g1023578-d1424465-Reviews-Kaizu_Osaki-Takashima_Shiga_Prefecture_Kinki.html#REVIEWS
90,山海亭 王子　北とぴあ,45,12,,,"""王子1-11-1, 東京都北区""",35.7552555,139.7363241,https://www.tripadvisor.jp/Restaurant_Review-g1066448-d9559917-Reviews-Sankaitei_Oji_Hokutopia-Kita_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS
91,洗足池公園,40,138,,,"""南千束2-14-5, 大田区""",35.6037455,139.6898612,https://www.tripadvisor.jp/Attraction_Review-g1066454-d1775516-Reviews-Senzokuike_Park-Ota_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS
92,浜離宮恩賜庭園,45,1918,東京都,関東地方,"""浜離宮庭園1‐1, 中央区""",35.6610615,139.7656373,https://www.tripadvisor.jp/Attraction_Review-g1066444-d320445-Reviews-Hama_Rikyu_Gardens-Chuo_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS
93,淀川河川公園背割堤地区,45,115,京都府,近畿地方,"""八幡在応寺, 京都府八幡市""",34.8918182,135.7029629,https://www.tripadvisor.jp/Attraction_Review-g1023398-d1386220-Reviews-Yodo_River_Park_Sewaritei_District-Yawata_Kyoto_Prefecture_Kinki.html#REVIEWS
94,都立小金井公園,40,163,東京都,関東地方,"""関野町1-13-1, 東京都小金井市""",35.7147806,139.519895,https://www.tripadvisor.jp/Attraction_Review-g1060908-d1373740-Reviews-Tokyo_Metropolitan_Koganei_Park-Koganei_Tokyo_Prefecture_Kanto.html#REVIEWS
95,仁和寺,45,1255,京都府,近畿地方,"""右京区御室大内33, 京都市""",35.0293057,135.7142433,https://www.tripadvisor.jp/Attraction_Review-g298564-d591803-Reviews-Ninna_ji_Temple-Kyoto_Kyoto_Prefecture_Kinki.html#REVIEWS
96,津偕楽公園,35,43,東海地方,近畿地方,"""広明町147-1, 三重県津市""",34.7322284,136.5079706,https://www.tripadvisor.jp/Attraction_Review-g298196-d6024044-Reviews-Tsu_Kairaku_Park-Tsu_Mie_Prefecture_Tokai_Chubu.html#REVIEWS
97,沖縄料理 新風,40,7,,,"""東山3-5-4, 目黒区""",35.6503659,139.6867202,https://www.tripadvisor.jp/Restaurant_Review-g1066450-d9920056-Reviews-Okinawan_Restaurant_Miikaji-Meguro_Tokyo_Tokyo_Prefecture_Kanto.html#REVIEWS
98,井の頭自然文化園,40,251,東京都,関東地方,"""御殿山1-17-6, 東京都武蔵野市""",35.7008483,139.5727894,https://www.tripadvisor.jp/Attraction_Review-g1060900-d1951078-Reviews-Inokashira_Park_Zoo-Musashino_Tokyo_Prefecture_Kanto.html#REVIEWS
99,汽車道,40,353,神奈川県,関東地方,"""中区新港町, 横浜市""",35.4440077,139.6364423,https://www.tripadvisor.jp/Attraction_Review-g298173-d320021-Reviews-Kishamichi_Promenade-Yokohama_Kanagawa_Prefecture_Kanto.html#REVIEWS
100,ソー公園,45,714,ホーツ ド セーヌ,,"""Chateau de Sceaux, ソー, ホーツ ド セーヌ, イルドフランス, フランス""",48.7743797,2.3000712,https://www.tripadvisor.jp/Attraction_Review-g1207806-d1370070-Reviews-Parc_de_Sceaux-Sceaux_Hauts_de_Seine_Ile_de_France.html#REVIEWS
101,明石公園,40,154,兵庫県,近畿地方,"""明石公園1-27, 兵庫県明石市""",34.6548661,134.9945264,https://www.tripadvisor.jp/Attraction_Review-g1022818-d1384548-Reviews-Akashi_Park-Akashi_Hyogo_Prefecture_Kinki.html#REVIEWS
